SEPATU GOLF SPIKELESS SOLARTHON PRIMEGREEN,2300000,SEPATU GOLF YANG DIDESAIN AGAR NYAMAN DIPAKAI SEHARIAN.,"Hari-hari panjang musim panas cocok untuk satu hal: golf. Maksimalkan waktu tambahan di lapangan dengan sepatu golf adidas ini. Bantalan Boost menghasilkan pengembalian energi pada setiap langkah untuk membuatmu tetap fresh dalam babak 18 hole dan aktivitas lainnya. Upper yang ringan dan breathable melindungi dari air, sehingga kakimu tetap kering saat berada di fairway yang lembap, dan Torsion System menambahkan stabilitas di bagian midfoot. Outsole Traxion spikeless memberikan daya cengkeram di medan yang tidak rata dan transisi yang mudah dari lapangan ke clubhouse.",11,75,list_products/47.jpg
SEPATU PRO N3XT 2021,1200000,SEPATU BASKET RINGAN YANG DIDESAIN UNTUK MEMBUAT ANDA LEBIH NYAMAN KETIKA BERMAIN DI LAPANGAN.,"Mengacaukan pertahanan lawan sepanjang permainan. Sepatu basket adidas ini memungkinkanmu untuk bergerak cepat dengan sensasi yang nyaman berkat midsole Bounce yang ringan. Berkelok, berputar, dan mengungguli pemain bertahan lawan saat bermain di lapangan indoor yang rata ataupun lapangan black top. Produk ini dibuat dengan konten hasil daur ulang sebagai bagian dari ambisi kami untuk mengurangi pencemaran limbah plastik. 20% dari material yang digunakan dalam upper dibuat dengan minimum 50% konten hasil daur ulang.",13,58,list_products/48.jpg
SEPATU COURTJAM BOUNCE,1300000,SEPATU TENIS YANG MEMBUATMU TETAP FOKUS BERMAIN.,"Dominasi lapangan tenis dengan nyaman. Material breathable mesh di bagian forefoot pada sepatu tenis adidas CourtJam Bounce membuatmu tetap sejuk, sedangkan overlay berbahan TPU memungkinkanmu meluncur dengan percaya diri. Di bagian bawah, midsole Bounce yang responsif memicu pantulan dan menjadi bantalan saat kaki mendarat. Bagian midfoot membuatmu tetap stabil dalam setiap perubahan arah.",11,35,list_products/49.jpg
SEPATU FUTSAL PREDATOR FREAK.4 SALA INDOOR,800000,SEPATU FUTSAL INDOOR YANG DIDESAIN UNTUK MEMAKSIMALKAN KONTROL.,"Dinding tak bisa membatasimu. Lawan tak dapat menahanmu. Di lapangan, kamu menjadi pengendali. Keluarkan kemampuan dalam dirimu dengan Predator Freak. Dominasi permainan dengan sepatu futsal adidas sala ini. Upper yang nyaman terasa lembut dan adaptif. Outsole-nya membantumu bergerak dengan presisi di lapangan indoor yang datar.",13,51,list_products/50.jpg
SEPATU BOLA PREDATOR FREAK.4 FLEXIBLE GROUND,800000,SEPATU BOLA SERBAGUNA YANG DIDESAIN UNTUK MEMAKSIMALKAN KONTROL.,"Kamu tidak dapat mengubah permainan hingga permainan mengubahmu. Setiap pertandingan adalah kesempatan untuk menjadi lebih hebat, lebih baik. Lebih memegang kendali. Keluarkan kemampuan dalam dirimu dengan Predator Freak. Sepatu bola adidas ini membuat bola tetap menempel di kakimu, ke mana pun arah permainan membawamu. Didesain dengan fungsi serbaguna, outsole-nya menghasilkan traksi tinggi di lapangan firm ground, hard ground, dan rumput sintetis.",13,65,list_products/51.jpg
SEPATU GRAND COURT,1100000,SNEAKER BERDESAIN MINIMALIS DENGAN STYLE KLASIK.,Style era 70-an yang dihadirkan kembali. Sepatu ini mengambil inspirasi dari style sporty ikonik dari koleksi klasik dan menghadirkannya ke masa depan. Sepatu ini memiliki desain yang kasual dengan upper berbahan kulit halus. 3-Stripes ciri khas adidas menghiasi bagian samping. Bantalan midsole yang empuk membuat kaki Anda nyaman saat melangkah.,13,78,list_products/52.jpg
DAILY 3.0 SHOES,900000,CLASSIC SHOES WITH A SEE-THROUGH OUTSOLE.,"What do shoes have to be for you to wear them on the daily? Comfortable enough you don't think about them all day. And clean enough to match almost everything in your closet. This adidas pair accomplishes both, plus it has a translucent outsole that gives it a little edge.",12,69,list_products/53.jpg
ULTRABOOST SUMMER.RDY TOKYO SHOES,3000000,WARM-WEATHER RUNNING SHOES CO-CREATED BY HIROKO TAKAHASHI.,"You might be sweaty and two uphill kilometres from home. But you can draw energy and inspiration from the athletes who'll compete this summer when you wear these adidas running shoes. They're designed in collaboration with Tokyo artist Hiroko Takahashi and her label, HIROCOLEDGE. The responsive midsole is decked out in circular shapes, a favourite pattern of hers for its neutrality in gender, nationality and time. From problem to performance This shoe's upper is made with Primeblue, a high-performance recycled material containing at least 50% Parley Ocean Plastic.",11,66,list_products/54.jpg
SEPATU ULTRABOOST 4.0 DNA,2800000,SEPATU ULTRABOOST YANG NYAMAN DIPAKAI SEHARI-HARI.,"Legenda muda. adidas Ultraboost pertama kali dirilis di tahun 2015, dan trennya jauh melampaui dunia olahraga lari. Sepatu ini memiliki upper berbahan rajut lembut yang menawarkan ventilasi di bagian yang paling kami perlukan. Dilengkapi teknologi orisinal, dengan midsole Boost untuk menghasilkan kenyamanan yang harus kami rasakan sendiri untuk membuktikannya.",12,52,list_products/55.jpg
SEPATU TENIS GAMECOURT,850000,SEPATU YANG NYAMAN UNTUK MENDOMINASI PERMAINAN DI LAPANGAN.,Tingkatkan permainan tanpa meninggalkan zona nyamanmu. Upper dari bahan breathable mesh pada sepatu tenis adidas GameCourt ini membuat kakimu tetap terasa sejuk. Material TPU yang suportif membantu menyesuaikan dengan bentuk kaki untuk menghasilkan fit yang nyaman dan penguncian yang pas. Midsole Cloudfoam membuat setiap langkah terasa lembut saat intensitas meningkat.,12,39,list_products/56.jpg
SEPATU ADIZERO ADIOS 5,2200000,SEPATU RUNNING RINGAN YANG DIDESAIN UNTUK MEMAKSIMALKAN KECEPATAN.,"Capai rekor pribadi yang baru dan tinggalkan para pesaingmu. Lakukan hal tersebut dengan sepatu running adidas ini. Didesain khusus untuk kecepatan, sesuai untukmu. Upper ultraringan beradaptasi dengan kaki untuk menghasilkan sensasi breathable yang nyaman. Bantalan Lightstrike dan Boost mengombinasikan sensasi pengembalian energi yang elastis. Siap untuk half-marathon? Kini, kamu siap.",13,78,list_products/57.jpg
SEPATU GOLF SPIKELESS CODECHAOS 21 PRIMEBLUE,2700000,SEPATU GOLF SPIKELESS UNTUK KENYAMANAN DAN TOPANGAN YANG MENINGKATKAN KEPERCAYAAN DIRI.,"Hadirkan karakter disruptif di lapangan golf. Sepatu Golf Spikeless adidas Codechaos BOA® 21 Primeblue ini menghadirkan kenyamanan tinggi dan energi dalam permainanmu. Upper dari bahan rajut mesh waterproof dengan overlay suportif menawarkan performa ringan dengan tampilan yang unik. Boost di sepanjang bagian bawah memberikan energi seharian di lapangan golf, sedangkan outsole Adiwear spikeless dengan daya cengkeram yang kuat memberikan traksi dan stabilitas setingkat tur golf.",11,31,list_products/58.jpg
SEPATU BOLA COPA SENSE.1 FIRM GROUND,2800000,SEPATU BERBAHAN KULIT UNTUK SENTUHAN YANG SELEMBUT SUTRA.,"Beberapa pemain menarik perhatian. Tapi yang benar-benar hebat tak seperti itu, memecah kebisingan dengan sentuhan yang paling ringan. Fokus pada insting sepak bolamu dengan adidas Copa Sense. Foam Sensepoda mengisi setiap celah di bagian tumit sepatu bola untuk lapangan padat ini, yang membuatmu menyatu dengan upper berbahan K-leather yang lembut. Di bagian luar, tambahan bantalan Touchpods dan Softstuds membuatmu tetap fokus pada permainan.",13,51,list_products/1.jpg
SEPATU ULTRABOOST 21,3200000,TINGKATKAN LEVEL LARIMU DENGAN SEPATU ULTRABOOST 21 INI.,"Prototipe demi prototipe. Inovasi demi inovasi. Pengujian demi pengujian. Bersama-sama dengan kami dalam mewujudkan harmonisasi terbaik dalam hal berat, bantalan, dan responsitivitas. Ultraboost 21. Sambut pengembalian energi yang luar biasa.",11,45,list_products/2.jpg
